titulo;autores;anio;Línea prioritaria de investigación ECAP;tipo;estado;latitud;longitud;resumen
Flujo génico entre poblaciones de Polylepis incana Kunth. y P. racemosa Ruiz & Pav. del Área de Conservación de Paluguillo en la Estación Científica Agua y Páramo en Pichincha;Dominique Alejandra Vargas Salinas;2021;Ecología de páramo;Becas;Finalizado;-0.161739;-78.222406;Determinó si existe flujo génico entre Polylepis incana y P. racemosa en Paluguillo y la Estación Científica Agua y Páramo. Genotipó 60 individuos de seis poblaciones con ocho marcadores ISSR y comparó la forma foliar mediante morfometría geométrica. Encontró baja diversidad genética, 98 % de bandas polimórficas y mayor variabilidad dentro que entre poblaciones. No identificó híbridos, pero evidenció intercambio génico, estimado en 0,9 individuos por generación, y similitud entre ciertas poblaciones de ambas especies.
Identificación de los controladores hidrometeorológicos en la concentración de Carbono Orgánico Disuelto (COD) en humedales del páramo del norte de Ecuador;"Christian Ricardo Naranjo Ulloa; Andrea Marcela Calle Cabrera";2022;Cambio climático y global;Becas;Finalizado;-0.5;-78.2;Identificó los factores hidrometeorológicos que controlan las concentraciones de carbono orgánico disuelto en humedales de páramo del norte de Ecuador, incluidos Jatunhuaycu, Pugllohuma y Tungurahua. Analizó características intrínsecas, calidad y completitud de series, condiciones antecedentes, correlaciones y regresiones entre COD/DOC, caudal, precipitación y variables climáticas. Las mejores correlaciones se encontraron con caudal y precipitación en la mayoría de humedales, excepto una relación débil con precipitación en Jatunhuaycu. Los resultados aportan criterios para conservación, calidad de agua y balance de carbono.
Identificación taxonómica de las especies de cianobacterias y microalgas del embalse Salve Faccha, perteneciente a la Red de Agua Potable Papallacta, Parque Nacional Cayambe-Coca, Cordillera Real del Ecuador;Kelly Nicole López Valdivieso;2019;Manejo de embalses;Becas;Finalizado;-0.371826;-78.169701;Identificó cianobacterias y microalgas del embalse Salve Faccha, dentro de la red Papallacta y el Parque Nacional Cayambe-Coca. Realizó muestreo, visualización directa, aislamiento y caracterización de cianobacterias, además de un atlas taxonómico basado en microscopía. Encontró comunidades típicas de ecosistemas altoandinos, con Chlorophyta, Charophyta, Ochrophyta, Cyanobacteria y Chrysophyta. La predominancia de clorofitas, diatomeas y cianobacterias, junto con taxones indicadores como Dolichospermum y Euglena, sugiere un proceso de enriquecimiento trófico y la necesidad de seguimiento.
Importancia del río glaciar en la diversificación de comunidades de carábidos de altura bajo un contexto de cambio climático;Fernando Josué Franco Salgado;2020;Cambio climático y global;Becas;Finalizado;-0.476405;-78.205883;Investigó cómo la cercanía a un río glaciar y las condiciones ambientales se relacionan con la diversidad de carábidos de altura en la ladera suroccidental del Antisana. Comparó comunidades en puntos altos cercanos y alejados del río, durante muestreos de campo, con identificación de especímenes y análisis de diversidad y variables microclimáticas. El punto alto cercano al río fue el más diverso y el alto lejano mostró mayor recambio de especies. También reportó posibles ampliaciones de distribución para cuatro especies, relevantes ante el cambio climático.
Influencia de factores fisicoquímicos sobre la comunidad de microalgas en lagos altoandinos;Dayana Anabel Martínez Rosero;2022;Ecología de páramo;Becas;Finalizado;-0.399664;-78.159037;"Analizó cómo factores físico-químicos se relacionan con comunidades de microalgas en lagos del sistema Papallacta–Oyacachi, durante octubre de 2020 y enero de 2021. Recolectó fitoplancton y perifiton, realizó tratamiento e identificación microscópica, y aplicó análisis de correspondencia canónica y similitud. Identificó 106 especies, entre ellas Navicula radiosa, Staurastrum chaetoceras y Tabellaria flocculosa. Lagos y reservorios tuvieron baja similitud florística; conductividad y transparencia fueron los factores más influyentes, mientras nutrientes no mostraron una relación mayor con la presencia de especies."
Limnological studies of HighAndean lakes in Ecuador;"Jorge E. Celi; David Guaña; Andrea Llumiquinga; Angeles Ramos; Bryan Rosero; Dayana Martínez";2022;Ecología de páramo;Becas;Finalizado;-0.383483;-78.142415;"El póster sintetiza un programa limnológico en el sistema lacustre Papallacta–Oyacachi, incluido el humedal Ñucanchi Turubamba, fuente principal de agua potable para Quito según el documento. Reúne estudios sobre dinámica de humedales, morfometría y biogeoquímica de lagos, microplásticos, microalgas y estratificación de Salve Faccha. Reporta frecuencias de inundación de 30,5–88,3 %, 106 especies de microalgas y microplásticos en agua y sedimentos; además identifica cinco tipos de lagos y una leve tendencia a estratificación del embalse."
Mapeo dinámico de humedales de páramo (bofedales) utilizando Water Cloud Model (WCM) a través de imágenes radar en banda C y polarizaciones VH, VV del satélite Sentinel-1;Luis Fabian Huaraca Huaraca;2025;Hidrología;Becas;Finalizado;-0.499605;-78.243118;"Mapeó dinámicamente bofedales en 401.531 ha de interés hídrico FONAG/EPMAPS en Pichincha, Napo y Cotopaxi mediante imágenes Sentinel-1 y Sentinel-2, clasificación supervisada y Water Cloud Model calibrado con humedad superficial in situ. Comparó cartografía óptica, radar y basada en humedad para evaluar cambios intra e interanuales, con énfasis en Jatunhuaycu. La integración óptica-radar permitió análisis dinámico; 2023 registró 28.972 ha de humedales. El modelo calibrado en Jatunhuaycu alcanzó R=0,79, aunque subestimó el área frente a la clasificación radar."
Modelo multitemporal del cambio de cobertura vegetal y uso de suelo en las cuencas de los ríos Machángara, Monjas y San Pedro en el Distrito Metropolitano de Quito entre 1990 al 2024;"Luis Andrés Constante Veloz; Andy Moisés Osorio Aules";2025;Análisis Socioeconómicos y Ambientales;Becas;Finalizado;-0.24762;-78.511982;"Modeló los cambios de cobertura y uso del suelo en las cuencas Machángara, Monjas y San Pedro del Distrito Metropolitano de Quito entre 1986 y 2024, con proyecciones a 2045. Procesó imágenes Landsat en RStudio y SIG, aplicó correcciones, clasificación supervisada Random Forest, cartografía anual, tasas quinquenales y matrices de transición bajo Corine Land Cover. La urbanización fue el cambio dominante: aumentó en Machángara y Monjas y se proyecta también en San Pedro; se recomiendan contener su expansión, conservar páramo, restaurar bosques y proteger suelos estratégicos."
Presence of Myxoma Virus and Rabbit Hemorrhagic Disease Virus in Sylvilagus andinus in the Antisana Hydrological Conservation Area;Cristian Guzmán Arias;2021;Ecología de páramo;Becas;Finalizado;-0.484752;-78.19734;"Examinó la presencia de virus Myxoma y de la enfermedad hemorrágica del conejo en Sylvilagus andinus capturados en el Área de Conservación Hídrica Antisana. Aplicó PCR convencional para MYXV, RT-PCR para RHDV y secuenciación de amplicones. Confirmó dos muestras positivas para MYXV y dos para RHDV; bajo la interpretación del estudio, nueve de 23 individuos portarían MYXV y tres RHDV. Los hallazgos señalan un riesgo sanitario para conejos silvestres y motivan ampliar el muestreo y evaluar efectos poblacionales."
Pronóstico de caudales bajos en la cuenca del río Pita mediante inteligencia artificial como soporte para la gestión del abastecimiento de agua potable del Distrito Metropolitano de Quito;Roger Steven Vega Yautibug;2026;Hidrología;Becas;Finalizado;-0.415632;-78.330418;"Exploró la sensibilidad de redes LSTM para pronosticar caudales bajos del río Pita, fuente del sistema Pita–Puengasí que abastece al Distrito Metropolitano de Quito, con anticipaciones de 1, 7, 15 y 35 días. Construyó modelos con caudal, nivel de agua, humedad relativa, precipitación, radiación solar y temperatura; comparó funciones de pérdida, rezagos y combinaciones de entradas mediante RMSE, MAE, MAPE y métricas de firma. Las variables hidrométricas fueron decisivas, y su combinación con variables meteorológicas y rezagos adecuados mejoró el desempeño."
Propuesta de mejora para la Gestión del Agua en el Sistema Pita-Puengasí del Distrito Metropolitano de Quito con base en la Huella Hídrica, período 2023-2024;"Ariel Alejandro Palacios Loor; Junior Alexander Zambrano Vera";2026;Economía Ecológica y Economía Ambiental;Becas;Finalizado;-0.236666602;-78.4930864;"Evaluó la huella hídrica del sistema de agua potable Pita–Puengasí, incluyendo captación, conducción y planta de tratamiento, con datos 2023–2024 y lineamientos ISO 14046 y Water Footprint Network. Delimitó procesos, unidades funcionales y tres sectores para cuantificar componentes azul, verde y gris, y formuló propuestas de mejora evaluadas por viabilidad técnica y económica. Estimó una huella de 38,20 Mm³, equivalente al 34,20 % del agua producida; 97,9 % fue azul y la conducción concentró 94,27 % del total."
Caracterización hidrogeofísica espaciotemporal del subsuelo somero en la cuenca alta del río Jatunhuaycu mediante Tomografía de Resistividad Eléctrica time-lapse (ERT 4D);No identificado (Diana Cuasapaz figura en metadato del archivo);2026;Hidrogeología;Proyectos de investigación;En curso;-0.46537;-78.20183;El proyecto busca resolver vacíos sobre almacenamiento, saturación y rutas preferenciales de agua en los humedales de la cuenca alta del río Jatunhuaycu, dentro de ACHA. Aplicará Tomografía de Resistividad Eléctrica 4D con perfiles repetidos en épocas seca y lluviosa, integrada con registros hidrometeorológicos, nivel freático y calidad de agua. Se espera identificar zonas de recarga, conectividad y rehumectación, y generar un atlas multitemporal, guía técnica, informe y artículo para apoyar conservación y restauración.
Caracterización hidrogeológica de las vertientes occidentales del volcán Antisana como parte de los estudios de los glaciares y páramos frente al cambio climático;Elizabeth Carolina Alvarado Obando;2009;Hidrogeología;Proyectos de investigación;En curso;-0.50683;-78.21702;Esta investigación caracteriza las vertientes occidentales del volcán Antisana para identificar fuentes de agua y comprender su relación con glaciares y páramos ante el cambio climático. Combina revisión cartográfica y fotogeológica, reconocimiento geológico de campo, inventario de puntos de agua, muestreo de rocas y agua, mapas temáticos y estimación de reservas. El documento reporta que el aporte hídrico sería mayoritariamente glaciar y recomienda perforaciones y ensayos de acuíferos para precisar espesores y transmisividad.
Censos y jornadas: análisis de población de venados;Henry Herrera;2026;Ecología de páramo;Proyectos de investigación;En curso;-0.515327;-78.229418;El informe automatizado sistematiza censos visuales de venados realizados entre 2018 y 2025. Compara máximos observados y tasas finitas de crecimiento por intervalos, e incorpora la preferencia histórica por hábitats como páramo herbáceo, cojines y pajonal. Registra una recuperación del 17 % entre 2024 y 2025, tras una disminución entre 2021 y 2023, y una tasa geométrica media cercana a 6 %. La serie queda planteada como seguimiento poblacional continuo.
ChuquirAgua: Ciencia ciudadana que alerta sobre sequías, racionamiento eléctrico, incendios y degradación del agua en comunidades locales;No identificado (documento firmado por Carlos Javier Torres Miño);2025;Análisis Socioeconómicos y Ambientales;Proyectos de investigación;En curso;-0.93215;-78.61555;ChuquirAgua busca codiseñar con habitantes una aplicación de alertas frente a sequías, racionamiento eléctrico, incendios y degradación del agua. Durante 18 meses, laboratorios ciudadanos de Pichincha y Cotopaxi medirán caudales y calidad de agua en sus cuencas mediante equipos de bajo costo y kits de análisis. Los datos llegarán en tiempo real a un servidor, la aplicación y una web. Se esperan evidencia para mitigación y un sistema ciudadano escalable.
Consultoría para levantar una línea base de la unidad hidrográfica del río El Cinto, occidente del DMQ y proponer un plan de acción;"Susana Escandón; Melania Intriago; Sergio Torres; Daniela Cadena; Juan Javier Aguirre; Carla Pérez";2016;Análisis Socioeconómicos y Ambientales;Proyectos de investigación;En curso;-0.217505985;-78.55507634;La consultoría levantó una línea base socioambiental de la unidad hidrográfica del río El Cinto, en la parroquia Lloa y occidente del DMQ, para orientar acciones del FONAG. Combinó revisión de información secundaria, cartografía, recorridos y parcelas de campo, encuestas, talleres y análisis de gobernanza, agua, cobertura y actividades productivas. El diagnóstico registró presión por incendios y erosión, aunque sin cambios relevantes de páramo entre 2001 y 2014, y propuso monitoreo, restauración, educación, fortalecimiento organizativo y producción sostenible.
Determinación de actinomicetos en los sedimentos del embalse Salve Faccha;No identificado;s. f.;Manejo de embalses;Proyectos de investigación;En curso;-0.4486;-78.18266;La propuesta evalúa la presencia, diversidad y concentración de actinomicetos en sedimentos del embalse Salve Faccha, con atención a su posible relación con metabolitos como geosmina y la calidad del agua. Plantea colectar 15 muestras en distintos puntos y profundidades, aislar y caracterizar microorganismos en laboratorio y medir condiciones fisicoquímicas del sedimento. Se esperan identificar especies, patrones de distribución y factores asociados, para plantear recomendaciones de seguimiento y manejo del embalse.
Fortalecimiento de capacidades para el establecimiento de medidas de restauración de ecosistemas de montaña y la generación de evidencia científica sobre sus impactos en la provisión de servicios ecosistémicos hídricos (Fase II);"Bert De Bièvre; Helder Mallqui Meza";2023;Restauración de la cobertura vegetal;Proyectos de investigación;En curso;-0.49369;-78.18814;La Fase II retoma la cooperación Ecuador–Perú para fortalecer capacidades de restauración de ecosistemas de montaña y producir evidencia sobre sus efectos en servicios hídricos. Involucra páramos del Área de Conservación Hídrica Antisana y Alto Pita, y pastizales y bofedales de Áncash. Prevén reuniones técnicas, intercambios y visitas de campo, definición de indicadores y monitoreo común. Los productos esperados incluyen un documento compartido de lecciones, avances técnicos y líneas de colaboración para gestión y políticas.
Implementación de estrategias de protección de la cuenca hidrográfica de la quebrada Rumipamba, en el noroccidente de Quito, a través de la educación ambiental, el monitoreo hidrometeorológico e infraestructura para manejo del lugar;No identificado;2024;Análisis Socioeconómicos y Ambientales;Proyectos de investigación;En curso;-0.18304;-78.51839;El proyecto de vinculación protege la cuenca de la quebrada Rumipamba, en el noroccidente de Quito, mediante educación ambiental, monitoreo y obras de manejo. Entre 2024 y 2026 contempla estrategias educativas e infraestructura demostrativa, instalación y validación de datos hidrometeorológicos y un estudio hidrológico-hidráulico sobre amenazas asociadas a la presa de Rumiloma. También prevé capacitación comunitaria, materiales de divulgación y un mapa de amenazas. Los productos esperados apoyarán decisiones de conservación y seguridad local.
INABIOsoil: Innovación en la evaluación del manejo en suelos de páramo;Instituto Nacional de Biodiversidad (INABIO);s. f.;Ecología de páramo;Proyectos de investigación;En curso;-0.475484195;-78.2348678;INABIOsoil propone evaluar cómo el manejo modifica la biodiversidad y el funcionamiento de suelos de páramo intervenidos por FONAG. Comparará una cuadrícula de sitios con y sin pastoreo, áreas erosionadas y pajonal mediante análisis fisicoquímicos, extracción de ADN, metabarcoding 16S, bioinformática y pruebas metabólicas de carbono. El proyecto busca establecer una línea base de riqueza, composición y funciones microbianas. Sus resultados esperados son indicadores para valorar restauración y orientar el manejo de estos suelos.
Informe de monitoreo de gases de efecto invernadero en Jatunhuayco y Pullurima;No identificado;2024;Cambio climático y global;Proyectos de investigación;En curso;-0.47916;-78.21487;"El informe de monitoreo compara el intercambio de CO₂ y CH₄ en los humedales Jatunhuaycu, restaurado desde 2011, y Pullurima, con pastoreo, dentro de ACHA. Entre agosto y diciembre de 2023 se instalaron transectos y pozos, y se realizaron mediciones mensuales con cámara Picarro junto con nivel freático y variables ambientales. Los resultados preliminares muestran mayor asimilación de CO₂ y menores flujos de CH₄ en Jatunhuaycu; el documento recomienda ampliar el periodo de observación para confirmar tendencias."
Monitoreos ACHA Atacazo y ACH Pita: primera etapa de monitoreo y aforos;Miguel Ángel Rosero Clavijo;2025;Hidrología;Proyectos de investigación;En curso;-0.318338263;-78.60175511;La primera etapa de monitoreo en ACHA Atacazo y la microcuenca del río Pita realizó tres campañas de septiembre a octubre de 2025 en 23 puntos. Se midieron in situ pH, conductividad, turbidez, oxígeno disuelto y temperatura, se tomaron muestras químicas e isotópicas y se aforó con trazador salino. Los datos describen aguas de alta montaña generalmente poco mineralizadas y de buena calidad, con variaciones locales. El informe recomienda mantener las campañas para caracterizar estacionalidad y caudales.
Preserving the natural carbon storage capacity of páramo wetlands and volcano glaciers through autonomous aerial monitoring and computer vision: Pilot program at the Antisana natural reserve in Ecuador;No identificado;2023;Cambio climático y global;Proyectos de investigación;En curso;-0.48779;-78.17423;El programa piloto en la Reserva Natural Antisana busca conservar la capacidad de almacenamiento de carbono de humedales de páramo y glaciares. Desarrollará un marco basado en imágenes aéreas y satelitales, visión computacional y trabajo con actores locales para monitorear salud de vegetación, disponibilidad de agua y dinámica glaciar. Con modelos de escenarios identificará amenazas y priorizará acciones. Los productos previstos incluyen información operativa para conservación, capacitación y métodos transferibles a otros paisajes de montaña.
Procesos ecológicos de 4 embalses que abastecen de agua potable al DMQ, ubicados en los páramos andinos;Mario Guallpa (metadato del documento);2025;Manejo de embalses;Proyectos de investigación;En curso;-0.51342;-78.17468;"La investigación estudia los procesos ecológicos que determinan el estado trófico de los embalses Salve Faccha, Mogotes, Sucus y La Mica, fuentes para el DMQ. Realizará muestreos trimestrales de agua, sedimentos, afluentes y biota; medirá variables fisicoquímicas, nutrientes, carbono, gases y comunidades planctónicas, bentónicas y de peces. Integrará índices tróficos y análisis de redes alimentarias. Sus productos previstos son una base de datos hidroecológica y criterios de manejo de los cuatro embalses."
Propuesta metodológica para el monitoreo del impacto de las acciones que implementa el FONAG en el acceso a agua segura en áreas rurales del Distrito Metropolitano de Quito;"Paola Fuentes Salcedo; Lorena Coronel Tapia (directora)";2024;Análisis Socioeconómicos y Ambientales;Proyectos de investigación;En curso;-0.23151;-78.49562;La propuesta de titulación diseña una metodología para medir el impacto de las acciones del FONAG en el acceso a agua segura en comunidades rurales del Distrito Metropolitano de Quito. Articula dimensiones ecológicas, técnicas y sociales, y plantea indicadores, instrumentos de evaluación y participación de FONAG y usuarios. El trabajo busca convertir el seguimiento en una herramienta aplicable para priorizar intervenciones y evidenciar cambios. El producto previsto es una metodología con indicadores y recomendaciones para el monitoreo institucional.
Respuestas glacio-eco-hidro-biogeoquímicas al cambio climático en volcanes andinos tropicales;"G. H. C. Ng (PI citado); equipo interdisciplinario";2023;Cambio climático y global;Proyectos de investigación;En curso;-0.02996;-77.98664;Este proyecto interdisciplinario examina cómo el cambio climático y el retroceso glaciar afectan la cantidad y calidad del agua, la vegetación y los ciclos biogeoquímicos en los volcanes Cayambe, Antisana, Chimborazo y Cotopaxi. Integra observaciones de glaciares, hidrología, ecología y química, junto con colaboración con comunidades indígenas. Busca relacionar los cambios desde las lenguas glaciares hasta usuarios aguas abajo y construir modelos predictivos. Se esperan escenarios de vulnerabilidad, protocolos de monitoreo y recomendaciones de adaptación y conservación.
Tracing Water Origins and Quality in the Páramo and Glacial Ecosystems of the Ecuadorian Andes;Brigham Young University y Universidad San Francisco de Quito (equipo no individualizado en extracto);s. f.;Hidrología;Proyectos de investigación;En curso;-0.55067;-78.17356;La iniciativa estudia el origen y la calidad del agua en ecosistemas de páramo y glaciares de Antisana, Cayambe, Cotopaxi y Chimborazo. Medirá contribuciones de precipitación, deshielo y agua subterránea, así como variables fisicoquímicas, metales traza y biodiversidad mediante ADN ambiental y macroinvertebrados. Integrará análisis geoespacial y modelos ecológicos. Se esperan bases de datos abiertas, artículos, reportes comunitarios y capacitación para mejorar la gestión de las fuentes de agua altoandinas.
Atlas de microalgas y cianobacterias del fitoplancton y perifiton: Embalse La Mica;"Katherin Clavijo Páez; Karen Rodríguez Sabando; Diana Ontaneda Andrade; Andrés Arévalo; Diana Astorga García";2020;Manejo de embalses;Proyectos de investigación;Finalizado;-0.49992;-78.16541;"El atlas caracterizó microalgas y cianobacterias del fitoplancton y perifiton del embalse La Mica y sus afluentes. Entre mayo y octubre de 2019 se efectuaron muestreos a diferentes profundidades con botellas y red, y colectas de perifiton en ríos, dique, rocas y muelle; las muestras se identificaron microscópicamente y por cultivo. Registró ocho divisiones, con predominio de clorofitas y ocrófitas. El documento recomienda monitorear sistemáticamente géneros potencialmente nocivos."
Caracterización de macrofósiles a lo largo de perfiles de turba en dos humedales altoandinos dentro del Área de Conservación Hídrica Antisana;Dominique Vargas;2022;Ecología de páramo;Proyectos de investigación;Finalizado;-0.47953;-78.20763;"La consultoría caracterizó macrofósiles vegetales de perfiles de turba de Pugllohuma y Jatunhuaycu, en ACHA, para aportar una línea base paleoambiental a la restauración de humedales afectados por ganadería. El Producto 1 definió muestreo de núcleos y análisis microscópico; el Producto 2 examinó perfiles de 150 y 185 cm. Identificó cinco taxones, depósitos de ceniza y cambios de vegetación. Reportó señales de disturbio ganadero y recuperación reciente, y propuso especies y análisis complementarios para restauración."
Delineation of water flow paths in a tropical Andean headwater catchment with deep soils and permeable bedrock;"Braulio Lahuatte; Giovanny M. Mosquera; Sebastián Páez-Bimos; Marlon Calispa; Veerle Vanacker; Xavier Zapata-Ríos; Teresa Muñoz; Patricio Crespo";2022;Hidrogeología;Proyectos de investigación;Finalizado;-0.505277778;-78.24138889;El artículo delimitó las rutas de flujo de agua en la subcuenca JTU_01 del Observatorio Experimental Jatunhuaycu, dentro de ACHA. Durante marzo de 2019 a febrero de 2020 combinó hidrometría con isótopos estables en precipitación, agua de suelo, humedales y caudal, y analizó proxies de tiempo de tránsito. Encontró predominio de flujos verticales y subsuperficiales a través de cenizas volcánicas, suelos profundos y fracturas, con alto almacenamiento y escaso escurrimiento superficial. Plantea manejo específico al sitio.
Dye tracer study in the Jatunhuaycu watershed, Napo, Ecuador;FONAG;2018;Hidrología;Proyectos de investigación;Finalizado;-0.45396;-78.2027;La propuesta de trazadores en la cuenca Jatunhuaycu buscó aclarar conexiones subterráneas, especialmente en la microcuenca 2, donde el monitoreo previo mostraba menor regulación y posible desvío de infiltración. Planteó combinar datos de lluvia y caudal con inyecciones de fluoresceína y eosina, muestreadores de carbón activado instalados en manantiales y río, y seguimiento hasta seis meses. Se esperaba estimar rutas y tiempos de residencia, identificar zonas de recarga y ajustar las acciones de restauración y manejo integrado.
Emergencia de plántulas nativas mediante la técnica de siembra directa y crecimiento y supervivencia de siembra de plántulas de Chuquiraga jussieui en el Páramo del Antisana;No identificado (archivo asociado a Byron Medina);s. f.;Restauración de la cobertura vegetal;Proyectos de investigación;Finalizado;-0.49313;-78.21556;"El informe evaluó la emergencia por siembra directa de cuatro especies nativas y el crecimiento y supervivencia de plántulas de Chuquiraga jussieui en páramo del Antisana. Instaló parcelas en pajonal, arbustal-pajonal, arenal y páramo conservado, con tratamientos de sombra y exclusión de herbívoros. Chuquiraga fue la única especie que emergió en todas las coberturas y la única en arenal. Las diferencias entre coberturas no fueron significativas; la protección y sombra favorecieron la supervivencia, ofreciendo criterios para restauración."
Estudio geológico y geofísico de la cuenca del río Jatunhuaycu, escala 1:10 000;"Fausto Carranco; Wladimir Romero; Luis Jaramillo; Jonathan Suárez; Carlos Abril y equipo IIGE";2018;Geología, Sismología y Vulcanología;Proyectos de investigación;Finalizado;-0.461504202;-78.23375799;El estudio geológico-geofísico de Jatunhuaycu, a escala 1:10.000, buscó reconocer estructuras y zonas de almacenamiento subterráneo de agua para orientar la gestión de la cuenca. Combinó cartografía geológica, reconocimiento de campo, análisis de rocas y diez líneas de tomografía eléctrica. Identificó una zona superficial saturada, otra de saturación media en profundidad y el control de fallas sobre la hidrología. Recomienda perforaciones y piezómetros para verificar los cuerpos acuíferos e integrar la información al monitoreo.
Hand searching versus pitfall trapping: how to assess biodiversity of ground beetles (Coleoptera: Carabidae) in high altitude equatorial Andes?;"Mauro Gobbi; Álvaro Barragán; Mattia Brambilla; Emilia Moreno; Washington Pruna; Pierre Moret";2018;Ecología de páramo;Proyectos de investigación;Finalizado;-0.029629;-77.984247;"El estudio comparó la búsqueda manual y las trampas de caída para inventariar carábidos en páramos ecuatoriales de alta altitud, en seis volcanes y en franjas de páramo alto y superpáramo. En 28 sesiones de muestreo registró riqueza, abundancia y esfuerzo de cada técnica. La búsqueda manual detectó ligeramente más especies y fue más eficiente en tiempo. Los autores recomiendan combinar ambos métodos en páramo alto para inventarios exhaustivos; en superpáramo las técnicas resultaron comparables."
Humboldt’s Tableau Physique revisited;"Pierre Moret; Priscilla Muriel; Ricardo Jaramillo; Olivier Dangles";2019;Ecología de páramo;Proyectos de investigación;Finalizado;-1.46931;-78.81657;El artículo revisó críticamente los datos botánicos del Tableau Physique de Humboldt a partir de documentos históricos, herbarios y muestreos florísticos repetidos en localidades atribuidas al Chimborazo y Antisana. Encontró que buena parte de las observaciones altas del gráfico no podía verificarse o estaba mal localizada, principalmente en Antisana. La comparación temporal mostró expansiones altitudinales de la flora de aproximadamente 215 a 266 metros en 215 años, consistentes con una respuesta al calentamiento.
Interacciones ecológicas y ensamblaje de comunidades en ecosistemas vulnerables al cambio climático;Sofía Carvajal Endara;2022;Cambio climático y global;Proyectos de investigación;Finalizado;-0.080713;-77.989204;El proyecto estudia cómo las interacciones ecológicas y el ensamblaje de comunidades responden al cambio climático en trópicos altoandinos e islas oceánicas tropicales. Combina revisión sistemática, muestreos de diversidad, experimentos en comunidades y modelos de redes e idoneidad. Aborda relaciones planta-animal en páramo ecuatoriano, parásitos de anuros altoandinos y depredación de semillas por pinzones en Galápagos. Sus productos esperados son prioridades de investigación, redes de interacción y predicciones para incorporar procesos clave en conservación.
Observaciones del flujo de carbono, energía y agua en el ecosistema del páramo dentro del Área de Conservación Hídrica del Antisana;"Xavier Zapata-Ríos; Leandro Robaina; David Carchipulla; Sandra Torres; Carmen Elena Lopez";2022;Cambio climático y global;Proyectos de investigación;Finalizado;-0.478;-78.217;La presentación documenta observaciones de flujos de carbono, energía y agua en un sitio de páramo de ACHA, Antisana, a 4.250 m. Explica el uso de covarianza de remolinos y reporta balances de precipitación, evapotranspiración y CO₂ para 2021–2022. El registro mostró evapotranspiración diaria media de 1,37 mm y un balance anual neto de CO₂ negativo, interpretado como sumidero. El trabajo aporta una primera referencia para seguir la función climática e hidrológica del páramo.
Propuesta para la determinación de la eficacia de comunidades de macroinvertebrados como indicadores en el análisis del estado ecológico del humedal Pugllohuma;"Esteban Andrés Castañeda Chávez; Wanky Roberto Conejo Gualacata";s. f.;Ecología de páramo;Proyectos de investigación;Finalizado;-0.508642;-78.193517;El proyecto evaluó la utilidad de macroinvertebrados como indicadores del estado ecológico del humedal Pugllohuma, comparando cinco pozas en recuperación con cinco sin recuperación. Caracterizó hábitat, conectividad, vegetación y variables fisicoquímicas, y aplicó análisis multivariados a riqueza y abundancia. Identificó 11 familias de macroinvertebrados y relaciones significativas con el entorno físico y químico. Las pozas recuperadas, de mayor tamaño y conectividad, mostraron una composición más favorable, aportando una línea base para la restauración.
Proyecto Trazadores Colorimétricos A.C.H. Atacazo: comprendiendo las rutas del flujo del agua;"Braulio Lahuatte; Luna Delerue; Mario Guallpa; Teresa Muñoz";s. f.;Hidrología;Proyectos de investigación;Finalizado;-0.35837;-78.56291;El proyecto de trazadores colorimétricos en ACHA Atacazo buscó comprender las conexiones hídricas de las cuencas Dique Norte y Carachas, asociadas al predio San Gabriel. Propuso inyectar eosina y fluoresceína en dos puntos y monitorear hasta seis puntos con fluorómetros o carbón activado durante seis meses, con apoyo de guardapáramos. Esperaba estimar tiempos de tránsito, localizar conexiones entre cabeceras, galerías y río, identificar zonas de recarga y posibles trasvases con Zapallar para orientar la gestión del agua.
Soil Moisture Forecast Using Transfer Learning: An Application in the High Tropical Andes;"Diego Escobar-González; Marcos Villacís; Sebastián Páez-Bimos; Gabriel Jácome; Juan González-Vergara; Claudia Encalada; Veerle Vanacker";2024;Hidrología;Proyectos de investigación;Finalizado;-0.483861111;-78.24393056;El estudio desarrolló pronósticos de humedad del suelo para la subcuenca JTU_01, en la vertiente occidental del Antisana, mediante aprendizaje por transferencia. Utilizó datos 2018–2022 de una estación meteorológica y sensores TDR en ocho perfiles bajo plantas en cojín y pajonal, y entrenó modelos neuronales. Los modelos transferidos reprodujeron con alta precisión series de sitios poco instrumentados. El resultado demuestra que la vegetación condiciona la humedad y que esta técnica puede ampliar el monitoreo hidrológico altoandino.
Soil–vegetation–water interactions controlling solute flow and chemical weathering in volcanic ash soils of the high Andes;"Sebastián Páez-Bimos; Armando Molina; Marlon Calispa; Pierre Delmelle; y cols.";2023;Geología, Sismología y Vulcanología;Proyectos de investigación;Finalizado;-0.483802778;-78.24380278;El estudio investigó cómo plantas en cojín y pajonales controlan el balance hídrico, los flujos de solutos y la meteorización de suelos de ceniza volcánica en los altos Andes ecuatorianos. Midió humedad, flujos y concentraciones en dos perfiles, y modeló la hidrología del suelo. Bajo cojines, la evapotranspiración fue 1,7 veces mayor y el drenaje profundo tres veces menor que bajo pajonal. La vegetación alteró el horizonte superficial y, mediante los flujos de agua, condicionó la movilización de solutos y la meteorización.
